net,sta,loc,ch,lat,lon,wZ,wN,wE
II,KWJN,00,BH,9.2873,167.5369,-1.0,-1.0,-1.0
II,MBAR,00,BH,-0.6019,30.7382,0.3,-1.0,-1.0
II,MSEY,00,BH,-4.6737,55.4792,-1.0,-1.0,-1.0
II,MSVF,00,BH,-17.7448,178.0528,-1.0,-1.0,-1.0
II,NIL,00,BH,33.6506,73.2686,-1.0,-1.0,-1.0
II,NNA,00,BH,-11.9875,-76.842201,0.3,-1.0,-1.0
II,PALK,00,BH,7.2728,80.702202,-1.0,-1.0,-1.0
II,RAYN,00,BH,23.522499,45.503201,-1.0,-1.0,-1.0
II,RPN,10,BH,-27.1267,-109.3344,1.0,-1.0,-1.0
II,SUR,00,BH,-32.3797,20.8117,-1.0,-1.0,-1.0
II,UOSS,00,BH,24.945299,56.204201,-1.0,-1.0,-1.0
II,WRAB,00,BH,-19.933599,134.360001,-1.0,-1.0,-1.0
II,XPFO,10,BH,33.6107,-116.4555,1.0,-1.0,-1.0
IM,AS01,,SH,-23.6632,133.952,-1.0,-1.0,-1.0
IM,CM01,,SH,18.4207,98.9591,-1.0,-1.0,-1.0
IM,CM02,,SH,18.4344,98.9468,-1.0,-1.0,-1.0
IM,CM03,,SH,18.4263,98.9765,-1.0,-1.0,-1.0
IM,CM04,,SH,18.3997,98.9791,-1.0,-1.0,-1.0
IM,CM05,,SH,18.4014,98.9453,-1.0,-1.0,-1.0
IM,CM06,,SH,18.4157,98.9409,-1.0,-1.0,-1.0
IM,CM07,,SH,18.4338,98.9307,-1.0,-1.0,-1.0
IM,CM08,,SH,18.4453,98.9579,-1.0,-1.0,-1.0
IM,CM09,,SH,18.4439,98.991,-1.0,-1.0,-1.0
IM,CM10,,SH,18.4298,99.0021,-1.0,-1.0,-1.0
IM,CM11,,SH,18.3757,98.9606,-1.0,-1.0,-1.0
IM,CM12,,SH,18.406,98.9257,-1.0,-1.0,-1.0
IM,CM13,,SH,18.4212,98.9071,-1.0,-1.0,-1.0
IM,CM14,,SH,18.4361,98.9139,-1.0,-1.0,-1.0
IM,CM15,,SH,18.4525,98.9246,-1.0,-1.0,-1.0
IM,CM16,,SH,18.4575,98.943,-1.0,-1.0,-1.0
IM,CM17,,SH,18.4577,98.9627,-1.0,-1.0,-1.0
IM,CM18,,SH,18.461,98.9832,-1.0,-1.0,-1.0
IM,CM31,,BH,18.4576,98.9432,-1.0,-1.0,-1.0
IM,MK01,,SH,46.77,82.3003,-1.0,-1.0,-1.0
IM,SONA0,,SH,47.8347,106.395,-1.0,-1.0,-1.0
IM,SONB1,,SH,47.863,106.4039,-1.0,-1.0,-1.0
IM,WB1,,BH,-19.9594,134.3464,-1.0,-1.0,-1.0
IM,WB10,,BH,-19.7671,134.3928,-1.0,-1.0,-1.0
IM,WB9,,BH,-19.7914,134.384,-1.0,-1.0,-1.0
IM,WC1,,BH,-19.9243,134.3391,-1.0,-1.0,-1.0
IM,WR1,,BH,-19.9426,134.3395,-1.0,-1.0,-1.0
IM,WR2,,BH,-19.9469,134.3624,-1.0,-1.0,-1.0
IN,MNC,,HH,8.281517,73.0598,-1.0,-1.0,-1.0
IN,PBA,,HH,11.655733,92.743918,-1.0,-1.0,-1.0
IN,SHL,,HH,25.566817,91.85595,-1.0,-1.0,-1.0
IU,ADK,00,BH,51.8823,-176.6842,-1.0,-1.0,-1.0
IU,BILL,00,BH,68.0653,166.4531,-1.0,-1.0,-1.0
IU,CASY,00,BH,-66.2792,110.5354,1.0,-1.0,-1.0
IU,CHTO,00,BH,18.8141,98.944298,0.3,-1.0,-1.0
IU,COR,00,BH,44.5855,-123.3046,1.0,-1.0,-1.0
IU,CTAO,00,BH,-20.0882,146.254501,0.3,-1.0,-1.0
IU,DAV,00,BH,7.0697,125.579102,0.3,-1.0,-1.0
IU,FURI,00,BH,8.8952,38.679798,0.3,-1.0,-1.0
IU,GUMO,00,BH,13.5893,144.868393,0.3,-1.0,-1.0
IU,HNR,00,BH,-9.4387,159.947495,0.3,-1.0,-1.0
IU,JOHN,00,BH,16.7329,-169.5292,-1.0,-1.0,-1.0
IU,KBL,,BH,34.5408,69.0432,-1.0,-1.0,-1.0
IU,LCO,00,BH,-29.011,-70.7005,1.0,-1.0,-1.0
IU,LSZ,00,BH,-15.2779,28.1882,0.3,-1.0,-1.0
IU,MBWA,00,BH,-21.159,119.7313,0.3,-1.0,-1.0
IU,MIDW,00,BH,28.2156,-177.3698,0.8,-1.0,-1.0
IU,NWAO,00,BH,-32.9277,117.238998,0.3,-1.0,-1.0
IU,OTAV,00,BH,0.2376,-78.4508,0.9,-1.0,-1.0
IU,PAYG,00,BH,-0.6742,-90.2861,1.0,-1.0,-1.0
IU,PET,00,BH,53.0233,158.6499,-1.0,-1.0,-1.0
IU,POHA,00,BH,19.7573,-155.5326,-1.0,-1.0,-1.0
IU,QSPA,00,BH,-89.928902,144.438202,-1.0,-1.0,-1.0
IU,RAR,00,BH,-21.2125,-159.7733,-1.0,-1.0,-1.0
IU,RSSD,00,BH,44.1212,-104.0359,1.0,-1.0,-1.0
IU,SNZO,10,BH,-41.308701,174.7043,0.3,-1.0,-1.0
IU,TARA,00,BH,1.3549,172.922897,0.3,-1.0,-1.0
IU,TATO,00,BH,24.9735,121.4971,0.3,-1.0,-1.0
IU,TRQA,10,BH,-38.0568,-61.9787,-1.0,-1.0,-1.0
IU,TSUM,10,BH,-19.2022,17.583799,-1.0,-1.0,-1.0
IU,ULN,00,BH,47.865101,107.0532,0.3,-1.0,-1.0
IU,WAKE,10,BH,19.2834,166.651993,-1.0,-1.0,-1.0
IU,XMAS,10,BH,2.0448,-157.445694,0.3,-1.0,-1.0
IU,YAK,10,BH,62.031,129.6805,-1.0,-1.0,-1.0
JP,JCJ,,BH,27.095699,142.184494,-1.0,-1.0,-1.0
JP,JMJ,,SH,24.8183,125.2925,-1.0,-1.0,-1.0
JP,JOW,,BH,26.836,128.2725,-1.0,-1.0,-1.0
JP,YOJ,,BH,24.4672,123.0113,-1.0,-1.0,-1.0
MS,BTDF,,BH,1.3608,103.7729,-1.0,-1.0,-1.0
MX,CCIG,,BH,16.281799,-92.136803,1.0,1.0,1.0
MX,MOIG,,BH,19.646708,-101.227303,1.0,0.9,0.9
MX,SRIG,,BH,27.319826,-112.241058,1.0,1.0,1.0
MY,BKM,,BH,2.857947,102.271006,-1.0,-1.0,-1.0
MY,BNM,,BH,2.776697,114.034999,-1.0,-1.0,-1.0
MY,DVM,,BH,4.98038,117.84421,-1.0,-1.0,-1.0
MY,IPM,,BH,4.4795,101.0255,-1.0,-1.0,-1.0
MY,KIM,,BH,5.5871,117.8447,-1.0,-1.0,-1.0
MY,KKM,,BH,6.044285,116.214693,-1.0,-1.0,-1.0
MY,KNM,,BH,4.703,118.203,-1.0,-1.0,-1.0
MY,KOM,,BH,1.7922,103.8467,-1.0,-1.0,-1.0
MY,KSM,,BH,1.473303,110.308301,-1.0,-1.0,-1.0
MY,KUM,,BH,5.290204,100.649195,-1.0,-1.0,-1.0
MY,LDM,,BH,5.1777,118.498,-1.0,-1.0,-1.0
MY,MTM,,BH,5.7893,116.8166,-1.0,-1.0,-1.0
MY,PTM,,BH,6.70523,117.0283,-1.0,-1.0,-1.0
MY,RAM,,BH,5.95481,116.68159,-1.0,-1.0,-1.0
MY,SBM,,BH,2.452886,112.213998,-1.0,-1.0,-1.0
MY,SPM,,BH,4.708288,116.464953,-1.0,-1.0,-1.0
MY,TLM,,BH,5.7397,117.3833,-1.0,-1.0,-1.0
MY,TNM,,BH,5.1686,115.9602,-1.0,-1.0,-1.0
MY,TPM,,BH,6.143,116.2608,-1.0,-1.0,-1.0
NZ,HIZ,10,HH,-38.5129,174.8557,0.3,0.3,0.3
NZ,ODZ,10,HH,-45.044,170.6446,0.3,0.3,0.3
PQ,HAKB,,HH,51.6474,-128.1423,-1.0,0.3,0.3
PQ,NBC8,,HH,56.57308,-122.40441,0.3,-1.0,-1.0
PS,PATS,,BH,6.8367,158.3152,-1.0,-1.0,-1.0
RM,DLV,,BH,11.952,108.4815,-1.0,-1.0,-1.0
RM,SLV,,BH,21.325247,103.90671,-1.0,-1.0,-1.0
SR,SAR01,00,SH,-6.806777,107.992093,-1.0,-1.0,-1.0
SR,SAR02,00,SH,-6.8022375,107.854405,-1.0,-1.0,-1.0
SR,SAR03,00,SH,-6.796347,107.93029,-1.0,-1.0,-1.0
SR,SAR04,00,SH,-6.885468,107.921483,-1.0,-1.0,-1.0
SR,SAR05,00,SH,-6.835457,107.999402,-1.0,-1.0,-1.0
SR,SAR06,00,SH,-6.861665,107.920527,-1.0,-1.0,-1.0
SR,SAR07,00,SH,-6.960178,107.826717,-1.0,-1.0,-1.0
SR,SAR08,00,SH,-6.888675,107.76986,-1.0,-1.0,-1.0
SR,SAR09,00,SH,-6.94409,107.739005,-1.0,-1.0,-1.0
TM,CHBT,00,HH,12.7441,102.3526,1.0,0.5,0.7
TM,CMMT,00,HH,18.814034,98.94443,1.0,1.0,1.0
TM,CRAI,00,HH,20.2289,100.3734,1.0,1.0,1.0
TM,LOEI,00,HH,17.5093,101.6244,0.8,1.0,0.8
TM,MHIT,00,HH,19.3148,97.9632,1.0,1.0,1.0
TM,NAYO,00,HH,14.3152,101.3209,-1.0,-1.0,-1.0
TM,PBKT,00,HH,16.573514,100.968755,1.0,1.0,0.9
TM,PRAC,00,HH,12.472649,99.792871,1.0,1.0,1.0
TM,SKLT,00,HH,7.175815,100.615686,1.0,1.0,1.0
TM,SRDT,00,HH,14.3948,99.1213,1.0,0.8,0.8
TM,SRIT,00,HH,8.59549,99.601994,1.0,1.0,1.0
TM,SURA,00,HH,9.16634,99.629509,1.0,0.8,0.8
TW,KMNB,,BH,24.4638,118.388199,-1.0,-1.0,-1.0
TW,TWGB,,BH,22.817699,121.079903,-1.0,-1.0,-1.0
VG,LV93,00,HH,-6.090933,105.422525,-1.0,-1.0,-1.0
